id,callsign,airline_iata,airline_icao,origin,destination,aircraft_code,registration,latitude,longitude,altitude,ground_speed,heading,vertical_speed,on_ground,squawk,time
3b3467e1,THY40Y,TK,THY,IST,YUL,B789,TC-LLP,52.1372,-65.4573,37975,488,213,0,0,,1752268040
3b346835,DLH8W,LH,DLH,FRA,MEX,B748,D-ABYK,35.3469,-85.7578,36000,480,234,0,0,,1752268040
3b346849,THA931,TG,THA,CDG,BKK,B77W,HS-TKZ,21.2841,88.6957,35000,482,127,0,0,,1752268041
3b346868,HVN18,VN,HVN,CDG,HAN,A359,VN-A894,24.7291,84.9605,41000,486,119,0,0,,1752268040
3b3468b9,N622DS,,,,,DA40,N622DS,40.5977,-83.9644,2925,118,33,192,0,,1752268038
3b3468eb,N710HE,,,,,A660,N710HE,38.2656,-87.6469,1050,94,201,-960,0,,1752267969
3b34697f,CSN6044,CZ,CSN,NBO,CSX,B789,B-209D,23.0254,96.9842,38975,466,82,1728,0,,1752268027
3b346a33,AAR224,OZ,AAR,ICN,JFK,A388,HL7640,53.9117,-130.7066,37000,586,77,0,0,,1752268041
3b346a85,CCA966,CA,CCA,FRA,PEK,B77W,B-2038,42.0859,113.2122,37100,525,132,0,0,,1752268017
3b346aba,OCN68,4Y,OCN,FRA,MCO,A332,D-AXGE,30.3419,-70.9718,39000,493,262,0,0,,1752268041
3b346b3e,CFG2402,DE,CFG,FRA,YYZ,A339,D-ANRL,45.5463,-77.5408,37525,454,226,-960,0,,1752268041
3b346b51,N197RK,,,,,AT5T,N197RK,34.5135,-91.7243,2100,132,82,0,0,,1752268040
3b346b8c,ITY682,AZ,ITY,FCO,EZE,A359,EI-IFA,-11.1447,-34.0674,38000,493,213,0,0,,1752268041
3b346c96,OYXUT,,,,,GLID,OY-XUT,56.8479,9.4646,114,0,197,0,1,,1752268039
3b346cfc,CCA898,CA,CCA,GRU,MAD,B789,B-7879,34.9333,-13.4341,40000,515,32,0,0,,1752268041
3b346d69,EIN1AC,EI,EIN,SNN,BOS,A21N,EI-LRA,42.3651,-71.0173,0,0,331,0,1,,1752268029
3b346d93,TAP109,TP,TAP,LIS,FLN,A332,CS-TON,-17.1924,-42.1858,40000,460,216,0,0,,1752268040
3b346e3d,AFR430,AF,AFR,CDG,SJO,A359,F-HTYG,18.4886,-74.4056,40000,483,225,0,0,,1752268041
3b346e54,WFL2501,2W,WFL,MAD,CUN,A359,EC-NOI,24.5,-81.6752,40000,506,248,-64,0,,1752268041
3b346ea6,TZP26,ZG,TZP,NRT,SFO,B788,JA826J,39.7463,-125.2009,41000,515,123,0,0,,1752268040
3b346ede,N625SP,,,,,C172,N625SP,43.4797,-116.7437,5500,114,90,-64,0,,1752268040
3b346efd,THY199,TK,THY,HND,IST,B77W,TC-JJJ,41.9349,62.0424,34000,474,251,0,0,,1752268041
3b346fa2,AFR6722,AF,AFR,CDG,NLU,B77L,F-GUOC,34.519,-86.5802,36000,461,223,0,0,,1752268041
3b346fbe,TAM8075,LA,LAN,MAD,GRU,B789,CC-BGN,-14.3598,-40.3622,40000,478,211,0,0,,1752268041
3b34700d,KLM685,KL,KLM,AMS,MEX,B789,PH-BHM,36.6951,-89.4865,37975,463,217,64,0,,1752268040
3b347023,DAL189,DL,DAL,ATL,ICN,A359,N521DN,59.6572,-159.9083,38000,486,261,0,0,,1752268041
3b347047,CHH7925,HU,CHH,PEK,TIJ,B789,B-1342,53.3041,-135.1793,37000,526,145,64,0,,1752268040
3b347053,KLM767,KL,KLM,AMS,AUA,A333,PH-AKB,19.512,-65.3057,38000,459,210,0,0,,1752268040
3b347057,BOX520,3S,DHK,BAH,HKG,B77L,D-AALY,23.3522,110.7313,41100,478,102,0,0,,1752268037
3b34708a,N810AC,,,IWS,,BE36,N810AC,38.1561,-92.6456,8350,127,212,0,0,,1752268042
3b34708c,UAL969,UA,UAL,AMS,SFO,B772,N69020,50.4934,-107.4143,38000,512,222,0,0,,1752268041
3b34711c,CFG2454,DE,CFG,FRA,YVR,A339,D-ANRP,58.8878,-116.6279,38000,445,200,0,0,,1752268041
3b34711f,TMN31,HJ,DHK,MEL,HKG,B763,VH-XQU,19.7293,114.8243,33350,506,318,0,0,,1752268039
3b347134,CGHXU,,,,,C172,C-GHXU,44.16,-80.151,4500,95,254,64,0,,1752268041
3b347141,PSSUZ,,,,,,N64GT,-15.6227,-56.1328,1000,122,152,-640,0,,1752268041
3b34715d,N99870,,,,,C172,N99870,37.7501,-84.5652,3300,92,89,-64,0,,1752268041
3b34716e,AVA046,AV,AVA,BOG,MAD,B788,N783AV,38.7081,-10.0753,40000,526,67,-64,0,,1752268041
3b34721f,BAW219V,BA,BAW,LHR,DEN,A35K,G-XWBF,42.6515,-100.1304,40025,475,190,0,0,,1752268041
3b347299,THA951,TG,THA,CPH,BKK,B77W,HS-TKX,21.874,87.6872,37000,482,124,0,0,,1752268041
3b3472ae,IBE26RR,IB,LVL,BCN,LAX,A332,EC-NRG,57.4393,-92.1135,38000,441,233,0,0,,1752268041
3b3472b9,CSC3828,3U,CSC,IST,TFU,A333,B-8690,30.3116,104.4284,0,16,47,0,1,,1752268020
3b347322,AAL193,AA,AAL,BCN,DFW,B772,N753AN,40.357,-82.6022,38000,455,240,0,0,,1752268041
3b347328,SIA38,SQ,SIA,SIN,LAX,A359,9V-SJF,42.5408,164.2627,37004,537,80,0,0,,1752268039
3b347337,TAP089,TP,TAP,LIS,GRU,A339,CS-TUJ,-15.9942,-41.2547,40000,454,216,0,0,,1752268041
3b347384,CES749,MU,CES,WUH,SYD,A332,B-5926,-20.711,144.4973,39000,493,153,0,0,,1752268041
3b3474a3,HAL452,HA,HAL,SYD,HNL,A332,N384HA,17.1115,-160.8898,41000,479,32,0,0,,1752268039
3b3474e2,AAL57,AA,AAL,LHR,MIA,B77W,N721AN,27.2809,-78.442,32400,472,266,-1344,0,,1752268041
3b34750d,N756UE,,,LBF,,C82T,N756UE,37.4128,-121.8381,2200,149,169,-832,0,,1752268041
3b347634,JAL34,JL,JAL,BKK,HND,B77W,JA738J,35.5517,139.7748,0,26,320,0,1,,1752268041
3b3476ce,N522YY,,,PBC,,PC24,N522YY,18.4369,-96.6141,36000,405,279,0,0,,1752268041
3b347708,QTR9H,QR,QTR,MEL,DOH,B77W,A7-BAC,3.068,91.9769,32000,520,310,0,0,,1752268039
3b347734,FBU93L,BF,FBU,ORY,LAX,A359,F-HREY,50.5966,-104.9536,40000,511,209,0,0,,1752268040
3b347818,THA921,TG,THA,FRA,BKK,B77W,HS-TKV,22.9266,86.3457,35000,497,126,0,0,,1752268041
3b34789b,N3ZZ,,,,,DA40,N3ZZ,40.6901,-84.0162,2950,106,155,-64,0,,1752268041
3b34791c,PHM200,PH,PHM,HUM,,EC45,N343PH,29.3619,-90.8716,1850,131,39,64,0,,1752268038
3b347922,KLM867,KL,KLM,AMS,KIX,B789,PH-BHA,41.7255,96.3514,37100,537,41,0,0,,1752268041
3b347b4f,N500MV,,,,,H500,N500MV,36.5582,-82.168,1500,7,270,0,0,,1752268005
3b347b56,CES561,MU,CES,PVG,SYD,A359,B-32CZ,-24.5162,148.5011,39000,485,165,0,0,,1752268040
3b347c41,N606DJ,,,,,COY2,N606DJ,37.0392,-102.0946,5200,80,293,-192,0,,1752268037
3b347d32,DAL31,DL,DAL,LHR,ATL,B764,N839MH,34.6371,-83.6228,14925,300,143,-64,0,,1752268041
3b347e12,BAW23K,BA,BAW,LGW,KIN,B772,G-YMMF,22.549,-69.8681,38000,495,226,0,0,,1752268040
3b347e3d,THY1GJ,TK,THY,IST,YYZ,B77W,TC-LJG,59.79,-54.1675,34000,497,237,0,0,,1752268039
3b347e6b,N6303F,,,MSC,,C182,N6303F,37.1546,-120.8992,6675,121,318,64,0,,1752268041
3b347e9d,PRFHI,,,BPG,,C25M,PR-FHI,-20.6416,-49.7076,9975,266,162,-1472,0,,1752268041
3b347ee5,UAE405,EK,UAE,MEL,DXB,B77W,A6-EQB,-2.9312,91.2755,32000,467,305,0,0,,1752268039
3b347f25,VIR135G,VS,VIR,LHR,MCO,A333,G-VRAY,30.6659,-78.913,38000,488,196,0,0,,1752268041
3b347f38,UAL4,UA,UAL,LHR,IAH,B772,N74007,37.2894,-88.8322,38000,454,227,0,0,,1752268041
3b347f50,ANA203,NH,ANA,HND,FRA,B789,JA875A,46.8602,62.742,37975,482,254,0,0,,1752268039
3b347f54,TSC309,TS,TSC,FCO,YYZ,A332,C-GPTS,46.5563,-73.0232,40000,436,244,0,0,,1752268040
3b347f66,FIN62,AY,FIN,HND,HEL,A359,OH-LWH,83.1628,-163.6286,37000,471,4,0,0,,1752268039
3b347f72,ULAC,,,,,ULAC,,40.0544,-86.3897,4675,111,45,320,0,,1752268040
3b34804e,ARG1305,AR,ARG,MIA,EZE,A332,LV-GHQ,-30.2848,-57.7571,38000,494,183,0,0,,1752268041
3b348095,FIN100,AY,FIN,HKG,HEL,A359,OH-LWL,42.0404,49.7268,40000,467,234,0,0,,1752268041
3b34809f,JST14,JQ,JST,KIX,SYD,B788,VH-VKE,-26.9452,149.2375,41000,467,162,-64,0,,1752268040
3b34811f,THA465,TG,THA,BKK,MEL,A359,HS-THS,-37.074,144.5961,13800,334,130,-1472,0,,1752268041
3b348167,ANZ282,NZ,ANZ,AKL,SIN,B77W,ZK-OKO,-10.0583,116.3965,36000,498,316,0,0,,1752268040
3b3481c3,KLM861,KL,KLM,AMS,NRT,B772,PH-BQE,43.0555,95.0603,35100,538,132,0,0,,1752268025
3b3481fd,APZ131,YP,APZ,ICN,EWR,B789,HL8516,50.0935,-138.9093,37000,548,76,0,0,,1752268036
3b348201,TAM8059,LA,LAN,JNB,GRU,B789,CC-BGS,-21.9619,-30.6165,39996,424,262,0,0,,1752268036
3b348238,VIR141,VS,VIR,LHR,LAX,A35K,G-VPOP,48.4698,-106.4543,38000,511,204,0,0,,1752268040
3b3482bf,EVE827,E9,EVE,MAD,SNU,A333,EC-OOI,26.0675,-75.8815,40000,479,239,384,0,,1752268040
3b348310,C337,,,,,C337,,34.6716,-92.3037,10950,160,69,-192,0,,1752268041
3b348345,EIN12W,EI,EIN,DUB,MCO,A333,EI-GCF,30.0182,-80.4949,28075,428,191,-832,0,,1752268041
3b3483f3,THY87,TK,THY,KIX,IST,B789,TC-LLB,42.9011,66.3051,36000,480,254,-64,0,,1752268041
3b3483f8,CCPRX,,,,,P28A,CC-PRX,-33.0782,-70.7169,2900,81,92,64,0,,1752267954
3b348428,THY58,TK,THY,IST,BKK,A333,TC-LNC,20.3875,89.9584,37000,441,126,0,0,,1752268041
3b348468,DAL636,DL,DAL,JFK,HNL,B763,N1605,28.2727,-140.7563,36000,447,250,0,0,,1752268039
3b348484,KAL252,KE,KAL,JFK,ICN,B77L,HL8252,63.1091,-170.1003,36000,478,235,0,0,,1752268041
3b3484f9,CSC9822,3U,CSC,BUD,TFU,A333,B-32GX,37.8794,100.1776,39100,510,119,0,0,,1752268039
3b3485bf,C414,,,,,C414,,38.2714,-90.619,17025,203,79,-64,0,,1752268041
3b3485d9,DAL185,DL,DAL,MXP,JFK,A339,N420DX,40.8069,-72.9165,8925,290,215,-320,0,,1752268040
3b348623,UAL28,UA,UAL,SIN,SFO,B789,N35953,39.4434,158.701,36988,527,60,0,0,,1752268039
3b3486b2,CHH7926,HU,CHH,TIJ,PEK,B789,B-7837,61.8173,152.8789,37975,492,243,0,0,,1752268039
3b3486c6,DLH542,LH,DLH,FRA,BOG,B789,D-ABPE,21.881,-63.8245,38000,470,218,-64,0,,1752268040
3b34872b,BAW5L,BA,BAW,LHR,SFO,A388,G-XLEL,50.7223,-108.3397,40000,521,214,0,0,,1752268041
3b348847,N564DL,,,LAL,,BE55,N564DL,36.6998,-84.1949,5700,170,12,-576,0,,1752268041
3b348857,AFR279,AF,AFR,HND,CDG,B77W,F-GSQF,47.2177,64.6786,34000,478,255,0,0,,1752268027
3b34887a,BAW119,BA,BAW,LHR,BLR,B772,G-YMMO,25.0398,76.6905,39000,490,168,0,0,,1752268041
3b34887d,CGVVD,,,,,C172,C-GVVD,43.8853,-80.1626,2750,106,99,-512,0,,1752268041
3b348970,THY547,TK,THY,IST,FIH,A333,TC-JOI,1.055,16.2095,39000,471,164,0,0,,1752268039
3b3489da,SVR2955,U6,SVR,SVX,LBD,A320,RA-73835,51.0976,64.9318,34975,492,161,0,0,,1752268041
3b3489e5,JST48,JQ,JST,ICN,SYD,B788,VH-VKL,-21.9311,147.7691,41000,483,165,-64,0,,1752268040
3b3489f1,GTI8742,5Y,DHK,ANC,MIA,B748,N858GT,25.8036,-80.2699,0,5,357,0,1,,1752268038
3b348a46,LOT1MU,LO,LOT,WAW,EWR,B788,SP-LRG,42.1544,-74.0673,15925,359,198,-64,0,,1752268041
3b348ac8,JST24,JQ,JST,KIX,BNE,B788,VH-VKK,-25.9809,151.4837,30925,398,140,-1344,0,,1752268041
3b348afa,FIN88,AY,FIN,PVG,HEL,A359,OH-LWM,41.661,49.0047,38000,475,236,0,0,,1752268040
3b348c26,BOX383,3S,BOX,LAX,LEJ,B77L,D-AALK,64.541,-13.0076,35000,499,111,0,0,,1752268041
3b348c3f,CCKWQ,,,,,PA18,CC-KWQ,-33.3799,-70.5795,2240,13,76,0,0,,1752268040
3b348c4c,JBU8373,B6,JBU,MAD,JFK,A21N,N4062J,52.8954,-54.2419,36025,466,244,0,0,,1752268041
3b348cc5,HVN36,VN,HVN,FRA,HAN,A359,VN-A897,24.6312,85.1399,39000,489,119,0,0,,1752268040
3b348e16,CAL054,CI,CAL,BNE,TPE,A359,B-18901,22.2634,120.4684,39000,491,352,-128,0,,1752268041
3b348e72,THA925,TG,THA,MUC,BKK,A359,HS-THV,21.2767,86.8934,39000,484,115,0,0,,1752268041
3b348f3c,WJA19,WS,WJA,LHR,YYC,B789,C-GKKN,53.0571,-109.2047,38000,493,233,0,0,,1752268041
3b348f52,JAL792,JL,JAL,KIX,HNL,B789,JA880J,21.3273,-157.9225,0,9,7,0,1,,1752268041
3b348f6d,APZ103,YP,APZ,ICN,LAX,B789,HL8702,47.0824,-144.5949,37000,534,107,0,0,,1752268039
3b348fb9,FIN42,AY,FIN,ICN,HEL,A359,OH-LWI,41.8804,49.4327,38350,472,233,448,0,,1752268041
3b348fcf,AAL333,AA,AAL,ATH,JFK,B772,N773AN,51.5932,-62.4475,36000,462,222,0,0,,1752268041
3b349033,CGIXO,,,,,DV20,C-GIXO,53.5136,-112.6444,5575,91,1,960,0,,1752268041
3b349090,N241NP,,,IAG,,BE55,N241NP,26.7549,-81.4437,100,101,134,-896,0,,1752268027
3b3490aa,QFA60,QF,QFA,HND,SYD,A333,VH-QPF,-24.7262,149.6427,39025,449,172,0,0,,1752268041
3b3490e8,AFR032,AF,AFR,CDG,ATL,B772,F-GSPD,36.9639,-81.1523,38000,477,238,0,0,,1752268041
3b3490f9,GLF4,,,,,GLF4,,45.1704,17.4943,43000,489,117,0,0,,1752268041
3b34910b,CAL024,CI,CAL,TPE,ONT,B77W,B-18053,45.1107,-154.7697,35000,543,90,0,0,,1752268041
3b349127,ANA116,NH,ANA,HND,YVR,B789,JA886A,50.4593,-126.9458,36975,525,99,0,0,,1752268041
3b349146,THY85,TK,THY,MNL,IST,B77W,TC-JJK,25.4656,54.5003,34000,515,288,0,0,,1752268041
3b34914d,QTR786,QR,QTR,GRU,DOH,B77L,A7-BBH,10.1962,6.5872,35000,450,58,0,0,,1752268041
3b34915b,ACA907,AC,ACA,FCO,YYZ,B789,C-FGDT,46.2924,-75.0221,40000,460,234,0,0,,1752268040
3b349170,DKEAB,,,,,AS26,D-KEAB,49.0634,18.9473,1361,1,180,-384,0,,1752268039
3b3491a1,GLF5,,,,,GLF5,,36.4848,-85.9635,12500,322,239,-1856,0,,1752268041
3b34925e,GTI658,5Y,GTI,ICN,ANC,B744,N418MC,61.1667,-150.4143,3550,207,89,0,0,,1752268041
3b34926b,DAL165,DL,DAL,AMS,MSP,A333,N818NW,45.268,-90.1862,37850,418,261,-1024,0,,1752268041
3b349301,PXT55,PX,PXT,PUJ,TUS,E545,N55NG,32.1301,-110.9409,0,0,317,0,1,,1752268038
3b34939c,N747LG,,,,,EA50,N747LG,30.2837,-93.3822,1875,206,60,0,0,,1752268026
3b3493b6,N119DS,,,,,C185,N119DS,37.6251,-76.7658,2200,129,95,-384,0,,1752268040
3b3493be,THY81D,TK,THY,IST,BOS,A333,TC-JOD,53.2016,-56.2404,38000,474,234,0,0,,1752268041
3b349416,UAL928,UA,UAL,LHR,ORD,B763,N667UA,42.3093,-87.3263,8225,277,181,-1024,0,,1752268041
3b349461,B744,,,,,B744,,20.3494,115.9618,38000,536,297,0,0,,1752268034
3b34948a,QTR807,QR,QTR,NRT,DOH,B77W,A7-BAG,23.0507,73.8654,36000,514,265,64,0,,1752268040
3b349577,PNO704,PN,PNO,YQB,,PC12,C-FKPX,61.879,-73.674,11350,268,108,0,0,,1752268035
3b349586,WFL3503,2W,WFL,MAD,PUJ,A359,EC-NTB,18.7611,-68.1947,8375,303,246,-1216,0,,1752268041
3b34963f,UAL415,UA,UAL,MXP,ORD,B788,N20904,46.0432,-83.1513,40775,466,215,-64,0,,1752268040
3b349652,HAL51,HA,HAL,JFK,HNL,B789,N781HA,30.8152,-141.7382,38000,455,241,0,0,,1752268039
3b349669,TSC377,TS,TSC,AMS,YYZ,A21N,C-GOKC,43.6833,-79.6183,0,5,289,0,1,,1752268035
3b3496b1,MAS71,MH,MAS,NRT,KUL,A333,9M-MTL,2.75,101.7128,0,0,236,0,1,,1752268041
3b349737,KLM535,KL,KLM,AMS,KGL,A332,PH-AOB,-1.5644,29.1525,35000,488,138,64,0,,1752268041
3b349761,XAAER,,,CME,,A139,XA-AER,18.6589,-91.8077,250,62,140,-192,0,,1752268041
3b349778,QFA30,QF,QFA,HKG,MEL,A333,VH-QPJ,-27.9265,135.9685,39000,457,150,0,0,,1752268041
3b3497a0,UAL770,UA,UAL,BCN,ORD,B788,N28912,44.4836,-80.3043,39975,437,235,0,0,,1752268040
3b3497b1,THY173,TK,THY,HKT,IST,A333,TC-JNK,37.4224,60.1231,38000,428,307,0,0,,1752268040
3b3498a7,CSS102,O3,CSS,FRA,EHU,B744,B-2425,47.3586,104.2986,33100,562,129,0,0,,1752268040
3b3498d1,GTI8178,5Y,GTI,ANC,NLU,B744,N473MC,21.6378,-100.7319,31000,507,175,64,0,,1752268041
3b3498f4,DAL389,DL,DAL,DTW,PVG,A359,N519DN,64.3223,-165.88,38000,499,238,0,0,,1752268040
3b3499b5,CFG2044,DE,CFG,FRA,MIA,A339,D-ANRD,29.7771,-64.5908,39000,516,244,0,0,,1752268041
3b3499bf,DAL149,DL,DAL,FCO,JFK,A333,N827NW,45.415,-67.6331,38000,412,224,64,0,,1752268040
3b3499cd,PAL211,PR,PAL,MNL,SYD,A333,RP-C8783,-33.1028,151.0199,10300,319,171,-768,0,,1752268040
3b349a3a,ACA811,AC,ACA,LIS,YYZ,B77W,C-FIVR,43.8451,-79.4147,4700,220,226,-1216,0,,1752268040
3b349a8f,THA462,TG,THA,MEL,BKK,A359,HS-THP,5.7441,104.2927,38000,524,307,0,0,,1752268041
3b349ad8,ITY792,AZ,ITY,FCO,HND,A359,EI-IFC,41.8856,99.1671,39100,537,88,0,0,,1752268041
3b349aef,THY50,TK,THY,IST,NRT,B789,TC-LMB,40.562,113.3357,37100,528,93,-64,0,,1752268026
3b349af2,AZU8706,AD,AZU,VCP,MCO,A332,PR-AIV,23.3268,-78.0359,40000,448,330,0,0,,1752268041
3b349bad,CSN678,CZ,CSN,LUX,CGO,A359,B-30F9,46.8356,104.7796,39100,568,128,0,0,,1752268039
3b349c13,KLM856,KL,KLM,ICN,AMS,B77W,PH-BVI,44.1851,53.5332,32000,484,233,0,0,,1752268041
3b349c70,KLM895,KL,KLM,AMS,PVG,B789,PH-BHP,44.2513,88.8621,37100,576,78,-64,0,,1752268025
3b349c90,UAE336,EK,UAE,DXB,MNL,B77W,A6-EPG,15.0612,119.2512,34625,472,124,-1408,0,,1752268041
3b349d3d,BAW28K,BA,BAW,LHR,SFO,B77W,G-STBI,55.381,-103.0714,36000,513,216,0,0,,1752268041
3b349d3e,CSN8032,CZ,CSN,TIJ,SZX,A359,B-324S,52.2312,165.3132,40000,497,239,0,0,,1752268018
3b349dcf,CSN325,CZ,CSN,CAN,SYD,A359,B-320S,-27.9854,148.5605,37000,437,152,0,0,,1752268041
3b349df3,UAE319,EK,UAE,NRT,DXB,A388,A6-EUW,23.2767,77.4999,40000,514,272,0,0,,1752268040
3b349ea0,CAO8439,CA,CAO,PVG,LGG,B77L,B-223T,61.4083,40.4827,32000,990,66,0,0,,1752268039
3b349ecd,ACA861,AC,ACA,LHR,YVR,B77W,C-FITU,59.3413,-115.3006,36000,459,199,0,0,,1752268041
3b349f1c,VIR129R,VS,VIR,LHR,TPA,A339,G-VRIF,31.7184,-69.8337,40000,483,244,0,0,,1752268039
3b349ff3,N110HS,,,,,M7,N110HS,34.0006,-92.946,3900,86,281,128,0,,1752268040
3b34a010,BAW291,BA,BAW,LHR,IAD,B788,G-ZBJA,39.0195,-77.435,1450,145,180,-832,0,,1752268041
3b34a03a,CES715,MU,CES,PVG,BNE,A332,B-5942,-16.1691,149.3767,39000,499,162,0,0,,1752268038
3b34a06a,MAS145,MH,MAS,KUL,AKL,A339,9M-MNG,-29.7553,156.4329,39000,543,128,0,0,,1752268041
3b34a0cb,N6398Z,,,,,YK52,N6398Z,45.7449,-89.538,3875,137,325,192,0,,1752268040
3b34a1be,VJT114,VJ,VJT,JAI,LTN,GLEX,9H-VJC,49.4012,14.9419,43000,484,293,-128,0,,1752268041
3b34a20e,N3659K,,,MQY,FYV,P28A,N3659K,35.8614,-95.4034,8450,75,269,64,0,,1752268041
3b34a29e,N616KC,,,,,BE23,N616KC,35.2829,-93.0876,2600,106,119,-128,0,,1752268038
3b34a2ab,EVA052,BR,EVA,TPE,IAH,B77W,B-16728,50.1662,-159.2496,33000,575,68,0,0,,1752268041
3b34a2c4,DAL213,DL,DAL,ATH,JFK,A333,N822NW,53.218,-59.2439,37000,473,237,0,0,,1752268041
3b34a2e3,CES851,MU,CES,NKG,MEL,A332,B-5962,-18.1862,133.6573,37000,498,161,0,0,,1752268041
3b34a2ee,CAO3122,CA,CAO,MAD,CAN,B77L,B-222S,47.9418,80.4094,39000,508,115,0,0,,1752268041
3b34a30c,DLH712,LH,DLH,FRA,ICN,A359,D-AIXQ,43.9095,91.9291,37100,555,108,0,0,,1752268041
3b34a331,AAL91,AA,AAL,LHR,ORD,B789,N846AN,42.5392,-86.8033,13875,330,249,-1536,0,,1752268041
3b34a350,CSN381,CZ,CSN,CAN,BNE,A359,B-324R,-24.0494,148.8871,37000,559,125,0,0,,1752268041
3b34a38c,ITY610,AZ,ITY,FCO,JFK,A339,EI-TYA,46.6217,-65.8773,40000,448,225,0,0,,1752268041
3b34a3b0,DLH728,LH,DLH,FRA,PVG,A346,D-AIHI,44.2772,90.3357,37100,535,107,0,0,,1752268039
3b34a3e9,N247PS,,,VNY,,G150,N247PS,33.442,-97.8282,40000,442,277,-64,0,,1752268041
3b34a420,FIN68,AY,FIN,KIX,HEL,A359,OH-LWB,74.4104,-166.8319,35000,450,352,0,0,,1752268041
3b34a422,THY6392,TK,KZU,GYD,HKG,A333,TC-GOL,22.3159,113.922,0,15,250,0,1,,1752268037
3b34a4b7,SIA7444,SQ,DHK,ICN,CVG,B77L,9V-DHC,57.4038,-152.2453,33000,515,85,0,0,,1752268041
3b34a508,G8826020,G8,,,,H60,88-26020,39.4698,-85.3382,1700,109,67,1472,0,,1752268041
3b34a546,JAL30,JL,JAL,DEL,HND,B789,JA879J,34.673,138.6167,27500,453,80,-2368,0,,1752268040
3b34a565,QTR8402,QR,QTR,DOH,IKA,B77L,A7-BTA,22.4787,113.3789,24975,452,162,-2176,0,,1752268041
3b34a681,AMX488,AM,AMX,MEX,SEA,B38M,XA-CCN,47.4405,-122.3015,0,6,90,0,1,,1752268041
3b34a6d2,CRAVN01,,RCH,END,,T38,64-13199,36.8656,-98.9109,16725,489,149,256,0,,1752268041
3b34a729,ITY630,AZ,ITY,FCO,MIA,A339,EI-TYD,33.4016,-50.8828,38000,462,262,0,0,,1752268039
3b34a72f,F900,,,,,F900,,40.85,-72.6,200,118,218,-320,0,,1752267962
3b34a7f8,N78TD,,,,,SR20,N78TD,43.0146,-96.1703,2775,88,300,384,0,,1752268040
3b34a845,SIA21,SQ,SIA,EWR,SIN,A359,9V-SGB,63.7175,-168.078,38000,500,236,0,0,,1752268041
3b34a863,BACN01,,RCH,WRB,EDF,GLEX,22-9048,61.2538,-149.8095,0,20,261,0,1,,1752268038
3b34a87b,CLX59U,,CLX,IAH,LUX,B748,LX-VCL,50.7526,-12.3909,35000,495,99,0,0,,1752268041
3b34a881,SVA887,SV,SVA,PKX,DMM,B789,HZ-AR23,23.6388,59.9449,37975,514,291,-64,0,,1752268041
3b34a891,DAL113,DL,DAL,FCO,BOS,A339,N430DX,47.0836,-65.1515,40000,457,226,0,0,,1752268041
3b34a8a0,XBNKP,,,,,T206,XB-NKP,29.7926,-107.8951,10275,146,131,448,0,,1752268036
3b34a8e0,TAY400,3V,ABR,ALA,LGG,B744,OE-IFB,49.6842,9.4603,35975,466,287,0,0,,1752268041
3b34a92c,UAE192,EK,UAE,LIS,DXB,B77W,A6-EPB,25.2468,55.3679,0,7,210,0,1,,1752267966
3b34a9dd,N5331K,,,,,C172,N5331K,34.4046,-87.0752,3350,106,84,192,0,,1752268040
3b34aa24,EVA653,BR,EVA,SEA,TPE,B77L,B-16783,45.4064,151.4206,36000,517,241,0,0,,1752268041
3b34aa3a,CES220,MU,CES,FRA,PVG,B77W,B-2020,48.6666,104.1265,35100,553,113,0,0,,1752268041
3b34aa63,N2438R,,,,,P28A,N2438R,39.5366,-84.2912,3900,68,329,128,0,,1752268041
3b34aa7d,CSC9610,3U,CSC,BRU,TFU,A332,B-308P,42.5138,91.3823,39000,498,136,0,0,,1752268039
3b34aa8f,AEA199,UX,AEA,MAD,MDE,B788,EC-MMY,19.3792,-65.3869,39975,457,210,64,0,,1752268040
3b34aadf,THY168,TK,THY,IST,SIN,A359,TC-LGU,18.3492,89.5555,39000,220,134,0,0,,1752268039
3b34ab01,AFR816,AF,AFR,CDG,FDF,B77W,F-GSQR,18.1984,-57.9048,34000,462,204,0,0,,1752268040
3b34ab32,LVS029,,,,,ECHO,LV-S029,-33.0561,-68.5043,2175,70,28,896,0,,1752268041
3b34ab80,P46T,,,,,P46T,,39.2919,-90.2477,25000,250,87,0,0,,1752268040
3b34abd1,VJC84,VJ,VJC,BNE,SGN,A333,VN-A811,6.9614,111.9861,38000,484,305,0,0,,1752268041
3b34abd7,UAE3KV,EK,UAE,CRK,DXB,B77W,A6-ENC,24.0656,58.7052,36000,514,289,0,0,,1752268041
3b34acac,DWI6200,DM,DWI,PUJ,EZE,B38M,HI1098,-30.3368,-58.8332,40025,470,176,0,0,,1752268041
3b34acc4,TAM8194,LA,LAN,GRU,MIA,B77W,PT-MUF,25.6012,-80.0562,10025,312,305,-768,0,,1752268041
3b34acd8,N753JB,,,MSC,,M20P,N753JB,45.6301,-108.7521,4300,119,337,-256,0,,1752268041
3b34ad3e,KAC418,KU,KAC,MNL,KWI,B77W,9K-AOJ,24.3423,58.1601,36000,526,294,0,0,,1752268040
3b34adc8,FIN9,AY,FIN,HEL,ORD,A333,OH-LTO,49.0632,-79.9132,40000,456,221,0,0,,1752268041
3b34ae0f,N348SP,,,,,C172,N348SP,43.6452,-116.6385,2950,92,322,704,0,,1752268041
3b34ae58,N2002P,,,CBF,,C335,N2002P,39.4431,-93.9177,8700,160,311,-320,0,,1752268041
